City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Henties Bay,NA,-22.116,14.2845,66.2,70,1,12.17,clear sky
346,Ibirama,BR,-27.0569,-49.5178,76.32,86,100,2.17,overcast clouds
347,Kibiti,TZ,-7.7218,38.9375,85.01,64,0,9.46,clear sky
348,Narsaq,GL,60.9167,-46.05,35.82,63,72,0.38,broken clouds
349,Altay,CN,47.8667,88.1167,46.49,43,84,9.78,broken clouds
350,Nantucket,US,41.2835,-70.0995,48.34,93,100,23.02,mist
351,Tiarei,PF,-17.5333,-149.3333,80.62,74,99,25.61,overcast clouds
352,Robertsport,LR,6.7533,-11.3686,81.72,75,100,10.45,light rain
353,Senneterre,CA,48.3835,-77.2328,38.39,62,4,7.31,clear sky
354,Sidi Ali,DZ,36.0998,0.4206,56.73,65,75,13.15,broken clouds
355,Amlame,TG,7.4667,0.9,92.88,48,83,8.25,broken clouds
356,Srednekolymsk,RU,67.45,153.6833,-18.83,100,37,2.37,scattered clouds
357,Chernyshevskiy,RU,63.0128,112.4714,16.11,90,100,8.81,overcast clouds
358,Ballina,AU,-28.8667,153.5667,66.78,99,92,6.49,light rain
359,Buala,SB,-8.145,159.5921,77.09,93,100,8.57,heavy intensity rain
360,Chumikan,RU,54.7183,135.315,22.98,73,100,16.31,overcast clouds
361,Erzin,TR,36.9559,36.2,76.71,42,65,5.61,broken clouds
362,Hauge,NO,58.3436,6.2812,36.7,74,100,17.74,overcast clouds
363,Labrea,BR,-7.2586,-64.7981,78.28,89,95,1.61,overcast clouds
364,Singaraja,ID,-8.112,115.0882,79.43,81,21,5.61,few clouds
365,Shimanovsk,RU,52.0,127.7,24.08,45,98,15.46,overcast clouds
366,Port Macquarie,AU,-31.4333,152.9167,66.09,94,100,4.61,overcast clouds
367,Souillac,MU,-20.5167,57.5167,79.18,78,75,11.5,broken clouds
368,Zhaoyuan,CN,37.3592,120.3964,45.03,46,44,6.69,scattered clouds
369,Nelson Bay,AU,-32.7167,152.15,72.0,92,33,9.57,scattered clouds
370,Georgetown,MY,5.4112,100.3354,81.95,90,40,4.61,scattered clouds
371,Serenje,ZM,-13.2325,30.2352,72.36,84,92,5.48,light rain
372,Porangatu,BR,-13.4408,-49.1486,87.35,46,0,3.31,clear sky
373,Tuatapere,NZ,-46.1333,167.6833,46.89,78,99,6.26,overcast clouds
374,Eureka,US,40.8021,-124.1637,42.75,73,9,4.41,clear sky
375,Port Elizabeth,ZA,-33.918,25.5701,69.1,63,20,31.07,few clouds
376,Wuwei,CN,37.9281,102.6414,56.95,18,0,1.7,clear sky
377,Dolny Kubin,SK,49.2098,19.3034,56.5,84,100,5.82,overcast clouds
378,Aksu,CN,41.1231,80.2644,70.59,15,0,1.57,clear sky
379,Cabo San Lucas,MX,22.8909,-109.9124,67.51,85,0,4.99,clear sky
380,Touros,BR,-5.1989,-35.4608,86.22,62,69,11.14,light rain
381,Amahai,ID,-3.3333,128.9167,79.36,81,100,1.72,overcast clouds
382,Coahuayana,MX,18.7333,-103.6833,71.44,55,30,1.21,scattered clouds
383,Vitim,RU,59.4511,112.5578,16.68,95,100,3.18,overcast clouds
384,San Policarpo,PH,12.1791,125.5072,79.29,88,100,15.35,moderate rain
385,Kamenka,RU,51.3223,42.7678,42.6,81,98,10.31,overcast clouds
386,Araouane,ML,18.9048,-3.5265,104.43,8,6,15.5,clear sky
387,Trimbak,IN,19.9333,73.55,84.92,34,33,8.39,scattered clouds
388,Roald,NO,62.5833,6.1333,43.72,56,20,5.75,few clouds
389,Tahta,EG,26.7693,31.5021,105.3,5,0,17.96,clear sky
390,Port-Gentil,GA,-0.7193,8.7815,85.96,74,40,16.11,scattered clouds
391,Pangody,RU,65.85,74.4859,19.69,93,100,12.59,overcast clouds
392,Paramonga,PE,-10.6667,-77.8333,71.73,78,27,8.21,scattered clouds
393,Svetlyy,RU,54.675,20.1347,41.05,96,100,15.73,overcast clouds
394,Altea,ES,38.5989,-0.0514,62.15,63,97,0.76,overcast clouds
395,Shelburne,CA,44.0787,-80.2041,47.16,74,52,14.92,broken clouds
396,Cayenne,GF,4.9333,-52.3333,84.09,1,100,12.66,overcast clouds
397,Chapais,CA,49.7834,-74.8492,24.58,65,5,6.17,clear sky
398,Princeton,US,25.5384,-80.4089,86.02,78,75,12.66,broken clouds
399,Sakakah,SA,29.9697,40.2064,98.17,6,0,14.67,clear sky
400,Harrismith,ZA,-28.2728,29.1295,71.4,20,0,17.0,clear sky
401,Mombaca,BR,-5.7431,-39.6275,88.25,50,35,6.06,scattered clouds
402,Kaputa,ZM,-8.4689,29.6619,78.82,71,35,3.67,light rain
403,Corinto,GR,37.9407,22.9573,69.42,54,6,3.15,clear sky
404,Martaban,MM,16.5314,97.6111,85.05,63,44,0.94,scattered clouds
405,La Ronge,CA,55.1001,-105.2842,25.05,80,40,4.61,scattered clouds
406,Bumba,CD,2.1833,22.4667,84.0,62,99,3.51,light rain
407,Matagami,CA,49.7502,-77.6328,33.91,25,0,10.36,clear sky
408,Ponta Do Sol,PT,32.6667,-17.1,66.83,62,10,2.62,clear sky
409,Kemijarvi,FI,66.7131,27.4306,33.49,85,100,11.48,snow
410,Bulgan,MN,48.8125,103.5347,49.73,36,89,4.54,overcast clouds
411,Pinsk,BY,52.1229,26.0951,39.33,99,100,7.25,overcast clouds
412,Flinders,AU,-34.5833,150.8552,66.38,90,100,5.01,light rain
413,Salalah,OM,17.0151,54.0924,82.49,74,0,9.22,clear sky
414,Komsomolskiy,UZ,40.4272,71.7189,77.72,22,97,2.3,overcast clouds
415,Kiruna,SE,67.8557,20.2251,25.72,93,75,11.5,broken clouds
416,Kungurtug,RU,50.5994,97.5228,33.13,92,27,2.24,scattered clouds
417,San Isidro,PE,-12.1167,-77.05,69.39,83,0,5.75,clear sky
418,Deputatskiy,RU,69.3,139.9,-19.57,100,85,1.86,overcast clouds
419,Zamora,EC,-4.0692,-78.9567,72.64,96,100,1.79,light rain
420,Mglin,RU,53.0591,32.8475,35.46,95,98,9.75,overcast clouds
421,Abashiri,JP,44.0213,144.2697,31.95,58,98,11.68,overcast clouds
422,Iqaluit,CA,63.7506,-68.5145,1.13,77,40,26.46,scattered clouds
423,Vao,NC,-22.6667,167.4833,78.58,85,100,25.97,light rain
424,Vlore,AL,40.4667,19.4897,62.01,67,49,9.6,scattered clouds
425,Neringa,LT,55.3719,21.0647,36.52,97,100,15.7,overcast clouds
426,Nanortalik,GL,60.1432,-45.2371,32.85,72,21,3.04,few clouds
427,Acapulco,MX,16.8634,-99.8901,73.22,83,75,4.61,broken clouds
428,Anadyr,RU,64.75,177.4833,-7.1,77,0,6.71,clear sky
429,Imeni Zhelyabova,RU,58.9544,36.5956,32.05,82,100,10.18,light snow
430,Saint-Augustin,CA,51.226,-58.6502,35.33,95,100,14.54,overcast clouds
431,Camacha,PT,33.0833,-16.3333,60.22,55,20,12.66,few clouds
432,Tigil,RU,57.8,158.6667,12.18,97,72,2.93,broken clouds
433,Butterworth,MY,5.3991,100.3638,82.06,90,40,4.61,scattered clouds
434,Toora-Khem,RU,52.4675,96.11,33.58,97,36,1.59,scattered clouds
435,Forestville,US,38.8451,-76.875,53.62,96,100,14.97,mist
436,Axim,GH,4.8699,-2.2405,85.95,71,100,8.75,light rain
437,Plouzane,FR,48.3833,-4.6167,55.72,76,100,24.16,overcast clouds
438,Cockburn Town,TC,21.4612,-71.1419,78.53,74,0,17.87,clear sky
439,Oromocto,CA,45.8351,-66.4792,47.25,20,0,5.75,clear sky
440,Antsohihy,MG,-14.8796,47.9875,83.37,79,83,3.09,light rain
441,Taoudenni,ML,22.6783,-3.9836,94.21,11,6,12.03,clear sky
442,Seymchan,RU,62.8833,152.4333,-6.56,100,92,3.53,overcast clouds
443,Emerald,AU,-23.5333,148.1667,75.34,56,10,15.19,clear sky
444,Tura,IN,25.5198,90.2201,75.24,74,0,5.59,clear sky
445,Ambovombe,MG,-25.1667,46.0833,78.58,78,0,8.84,clear sky
446,Tema,GH,5.667,-0.0166,75.61,94,20,10.36,thunderstorm with light rain
447,Greece,US,43.2098,-77.6931,55.85,69,75,8.05,broken clouds
448,Kodinar,IN,20.7903,70.7031,81.95,64,53,12.08,broken clouds
449,Lucapa,AO,-8.4192,20.7447,85.26,50,97,1.63,overcast clouds
450,Airai,TL,-8.9266,125.4092,59.52,92,83,2.62,broken clouds
451,Saint Anthony,US,45.0205,-93.218,36.25,94,100,13.8,mist
452,Tefe,BR,-3.3542,-64.7114,84.31,79,75,5.75,broken clouds
453,Rudnogorsk,RU,57.2639,103.7519,34.59,98,100,4.76,overcast clouds
454,Kawalu,ID,-7.3817,108.2082,72.05,95,75,1.88,broken clouds
455,Xining,CN,36.6167,101.7667,51.37,27,4,6.69,clear sky
456,Chapleau,CA,47.8405,-83.4034,37.49,60,100,11.5,overcast clouds
457,Rosetta,EG,31.4044,30.4164,67.75,70,1,13.91,clear sky
458,Cabedelo,BR,-6.9811,-34.8339,77.67,69,66,9.35,broken clouds
459,Yenagoa,NG,4.9247,6.2642,89.67,54,100,6.58,overcast clouds
460,Bud,US,39.447,-86.1758,50.92,98,100,13.02,light rain
461,Sur,OM,22.5667,59.5289,85.28,55,7,6.29,clear sky
462,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,69.21,59,0,5.75,clear sky
463,Hualmay,PE,-11.0964,-77.6139,72.12,76,13,9.22,few clouds
464,Waseca,US,44.0777,-93.5074,35.98,94,100,18.57,light snow
465,Sinjar,IQ,36.3209,41.8754,80.26,18,100,9.71,overcast clouds
466,Iracoubo,GF,5.4802,-53.2011,79.61,84,99,10.2,overcast clouds
467,Chikwawa,MW,-16.0335,34.8009,88.43,67,98,4.25,light rain
468,Port Hardy,CA,50.6996,-127.4199,41.0,87,75,16.11,broken clouds
469,Pangnirtung,CA,66.1451,-65.7125,1.4,92,20,2.3,few clouds
470,Portland,US,45.5234,-122.6762,40.41,90,20,5.99,few clouds
471,Tessalit,ML,20.1986,1.0114,104.5,3,0,3.67,clear sky
472,Olafsvik,IS,64.8945,-23.7142,28.67,58,41,20.09,scattered clouds
473,Sarahan,IN,31.5167,77.8,56.71,36,14,5.12,few clouds
474,Kitimat,CA,54.0524,-128.6534,34.92,33,100,3.0,overcast clouds
475,Ambilobe,MG,-13.2,49.05,80.83,86,97,3.47,light rain
476,Colborne,CA,44.0001,-77.8828,53.74,71,1,15.23,clear sky
477,Knysna,ZA,-34.0363,23.0471,61.79,70,64,19.33,light rain
478,Pangoa,PE,-12.1167,-73.0,78.39,68,24,2.53,few clouds
479,Tihemetsa,EE,58.1462,25.0459,38.48,62,78,13.53,broken clouds
480,Almaznyy,RU,48.0448,40.045,52.3,53,67,16.04,broken clouds
481,Siderno,IT,38.2779,16.302,60.28,62,0,6.55,clear sky
482,Trapani,IT,37.8333,12.6667,64.49,68,40,21.85,scattered clouds
483,Preobrazheniye,RU,42.9019,133.9064,33.17,68,10,10.74,clear sky
484,Benguela,AO,-12.5763,13.4055,80.76,75,19,9.22,light rain
485,Ulaanbaatar,MN,47.9077,106.8832,35.73,41,0,4.47,clear sky
486,Karratha,AU,-20.7377,116.8463,85.73,61,0,6.87,light rain
487,Ximei,CN,24.9639,118.3794,67.91,69,98,2.46,overcast clouds
488,Havoysund,NO,70.9963,24.6622,32.7,81,99,26.75,light snow
489,Nalgonda,IN,17.05,79.2667,94.26,24,18,6.98,few clouds
490,Hovd,MN,48.0056,91.6419,51.31,25,12,0.94,few clouds
491,Burns Lake,CA,54.2331,-125.7533,13.42,97,47,2.35,scattered clouds
492,Kenai,US,60.5544,-151.2583,31.08,91,100,5.75,light snow
493,Xuanhua,CN,40.6103,115.0447,51.93,32,2,1.1,clear sky
494,Simao,CN,22.7886,100.9748,64.02,85,47,3.22,scattered clouds
495,Dalvik,IS,65.9702,-18.5286,28.33,76,100,14.34,light snow
496,Mobaye,CF,4.319,21.1786,92.71,40,100,7.56,overcast clouds
497,Latur,IN,18.4,76.5833,97.0,10,79,10.4,broken clouds
498,Hervey Bay,AU,-25.2986,152.8535,72.01,77,3,10.0,clear sky
499,Fortuna,US,40.5982,-124.1573,38.32,100,0,11.5,clear sky
500,Kolobrzeg,PL,54.1757,15.5834,51.96,74,100,23.15,overcast clouds
501,Mazamari,PE,-11.3258,-74.5308,72.81,90,89,1.34,overcast clouds
502,Guacimo,CR,10.2104,-83.6807,82.2,73,58,2.24,broken clouds
503,Novyy Urgal,RU,51.0736,132.5642,16.68,86,100,8.12,overcast clouds
504,Padang,ID,-0.9492,100.3543,79.07,82,100,3.42,moderate rain
505,Luanda,AO,-8.8368,13.2343,86.0,66,20,12.66,few clouds
506,Olovyannaya,RU,50.95,115.5667,28.33,44,22,3.89,few clouds
507,Tautira,PF,-17.7333,-149.15,81.73,73,94,23.33,overcast clouds
508,Vredendal,ZA,-31.6683,18.5012,68.04,53,13,16.24,few clouds
509,Kavaratti,IN,10.5669,72.642,84.25,71,100,10.27,overcast clouds
510,Batavia,US,41.85,-88.3126,47.17,85,0,14.97,clear sky
511,Saint-Ambroise,CA,48.5501,-71.3324,32.54,74,20,0.65,few clouds
512,Savonlinna,FI,61.8699,28.88,32.05,40,96,13.8,overcast clouds
513,Maceio,BR,-9.6658,-35.7353,87.24,51,75,9.22,broken clouds
514,Ca Mau,VN,9.1769,105.15,79.66,82,100,5.97,overcast clouds
515,Taywarah,AF,33.35,64.4167,58.95,17,53,11.72,broken clouds
516,Svetlogorsk,BY,52.6333,29.7333,37.9,90,100,7.34,overcast clouds
517,Kaniama,CD,-7.5667,24.1833,82.49,60,31,1.36,scattered clouds
518,Sabzevar,IR,36.2126,57.6819,81.68,12,75,9.22,broken clouds
519,Macclesfield,GB,53.2602,-2.1256,54.7,67,75,24.16,broken clouds
520,Semnan,IR,35.5729,53.3971,80.44,6,0,9.22,clear sky
521,Batagay,RU,67.6333,134.6333,-9.24,99,100,0.87,overcast clouds
522,Esperance,AU,-33.8667,121.9,60.64,77,92,13.58,overcast clouds
523,Batagay-Alyta,RU,67.8006,130.4114,-9.27,99,99,5.32,overcast clouds
524,Leningradskiy,RU,69.3833,178.4167,-6.2,95,100,20.76,light snow
525,Darhan,MN,49.4867,105.9228,50.88,38,73,6.78,broken clouds
526,Trairi,BR,-3.2778,-39.2689,81.9,79,100,6.35,overcast clouds
527,Vila Velha,BR,-20.3297,-40.2925,85.95,81,20,12.66,few clouds
528,Marathon,US,44.9,-89.7668,42.33,84,0,13.8,clear sky
529,Belaya Gora,RU,68.5333,146.4167,-19.12,100,39,2.04,scattered clouds
530,Kouango,CF,4.9934,19.9619,97.09,33,100,7.58,overcast clouds
531,Megion,RU,61.0296,76.1136,32.02,84,100,21.03,overcast clouds
532,Ilebo,CD,-4.3167,20.5833,91.06,46,97,3.69,overcast clouds
533,San Juan,AR,-31.5375,-68.5364,74.84,34,0,1.86,clear sky
534,Oga,IT,46.4631,10.347,48.88,97,100,5.55,overcast clouds
535,Mbulu,TZ,-3.85,35.5333,79.41,31,14,10.13,few clouds
536,Salinopolis,BR,-0.6136,-47.3561,81.5,74,90,3.18,overcast clouds
537,Kasongo-Lunda,CD,-6.4667,16.8167,88.61,53,100,2.84,overcast clouds
538,Collierville,US,35.042,-89.6645,57.4,89,100,14.97,overcast clouds
539,Leh,IN,34.1667,77.5833,32.36,38,1,6.67,clear sky
540,Gornoye Loo,RU,43.7129,39.6049,51.58,70,7,7.76,clear sky
541,Dharchula,IN,29.85,80.5333,68.58,24,96,5.5,overcast clouds
542,Filadelfia,US,39.9523,-75.1638,52.41,94,100,18.41,light rain
543,Lodja,CD,-3.4833,23.4333,91.42,42,62,0.27,broken clouds
544,Ostrovnoy,RU,68.0531,39.5131,27.52,90,100,18.92,overcast clouds
545,Saint-Leu,RE,-21.15,55.2833,79.66,83,79,9.95,light rain
546,Medea,DZ,36.2642,2.7539,51.89,66,75,10.6,broken clouds
547,Coihueco,CL,-36.6167,-71.8333,54.34,88,100,9.22,haze
548,Houma,US,29.5958,-90.7195,78.8,89,75,10.36,mist
549,Richards Bay,ZA,-28.783,32.0377,81.27,76,3,10.47,clear sky
550,Kieta,PG,-6.2167,155.6333,76.57,94,100,8.59,moderate rain
551,Izumo,JP,35.3667,132.7667,48.15,79,0,5.37,clear sky
552,Staunton,US,38.1496,-79.0717,58.96,72,100,3.44,overcast clouds
553,Kushmurun,KZ,52.4503,64.6311,32.52,95,27,8.7,scattered clouds
554,Kodinsk,RU,58.6881,99.1844,37.63,99,100,8.95,overcast clouds
555,Sao Francisco De Paula,BR,-29.4481,-50.5836,75.69,60,25,0.36,scattered clouds
556,Aykhal,RU,66.0,111.5,2.61,100,100,6.82,overcast clouds
557,Kutum,SD,14.2,24.6667,96.08,8,13,11.72,few clouds
558,Catamarca,AR,-28.4696,-65.7852,78.78,50,49,1.01,scattered clouds
559,Talnakh,RU,69.4865,88.3972,29.21,96,100,8.95,snow
560,Northam,GB,51.0333,-4.2167,53.38,87,14,26.62,few clouds
561,Kalanaur,IN,28.8333,76.4,90.14,6,6,7.67,clear sky
562,Tevaitoa,PF,-16.7833,-151.5,82.29,77,19,21.3,light rain
563,Kabinda,CD,-6.1333,24.4833,78.28,68,97,3.47,overcast clouds
564,Marawi,PH,7.9986,124.2928,68.41,97,100,0.25,light rain
565,Kampot,KH,10.6167,104.1833,78.85,68,97,0.63,overcast clouds
566,Absam,AT,47.3,11.5,65.01,39,40,5.75,scattered clouds
567,Siverek,TR,37.755,39.3167,68.99,48,100,3.11,overcast clouds
568,Barsovo,RU,61.1667,73.1667,28.53,84,100,21.14,overcast clouds
569,Kenora,CA,49.8167,-94.4337,32.97,100,100,9.22,mist
570,North Bend,US,43.4065,-124.2243,44.51,84,0,14.97,clear sky
571,Vila,PT,42.0304,-8.1588,58.69,46,59,8.9,broken clouds
572,Balfour,ZA,-26.6633,28.5902,76.69,20,3,12.8,clear sky
573,Ayorou,NE,14.7308,0.9174,108.32,8,80,5.64,broken clouds
574,Tyrma,RU,50.0833,132.1667,18.39,82,64,10.11,broken clouds
575,Pietersburg,ZA,-23.9045,29.4688,83.25,39,40,9.22,scattered clouds
576,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,54.55,31,0,3.18,clear sky
577,Mount Darwin,ZW,-16.7725,31.5838,75.96,79,96,4.38,light rain
578,Ust-Tsilma,RU,65.441,52.1498,27.99,84,24,8.19,few clouds
579,Marzuq,YE,14.4,46.4667,85.41,14,0,5.75,clear sky
580,Karagay,RU,58.2667,54.9368,34.34,94,100,12.46,light snow
581,Catuday,PH,16.2923,119.8062,78.8,80,90,4.07,overcast clouds
582,Alekseyevsk,RU,57.8406,108.3492,32.13,96,100,6.55,overcast clouds
583,Panaba,MX,21.2833,-88.2667,84.0,63,82,16.17,broken clouds
584,Strezhevoy,RU,60.7333,77.5889,29.34,85,100,18.77,overcast clouds
585,Hami,CN,42.8,93.45,69.28,13,9,1.83,clear sky
586,Ponta Delgada,PT,37.7333,-25.6667,63.32,77,20,16.11,few clouds
587,Cuamba,MZ,-14.8031,36.5372,80.35,80,24,2.98,light rain
588,Edd,ER,13.9297,41.6925,95.9,30,0,22.93,clear sky
589,Sorland,NO,67.667,12.6934,37.26,65,20,27.63,few clouds
590,Dicabisagan,PH,17.0818,122.4157,76.44,90,92,8.95,overcast clouds
591,Umea,SE,63.8284,20.2597,33.73,69,75,6.91,broken clouds
592,Gympie,AU,-26.1898,152.665,70.18,95,1,3.83,clear sky
593,Novoseleznevo,RU,55.6821,69.2056,34.92,73,27,9.66,scattered clouds
594,Hobyo,SO,5.3505,48.5268,83.35,64,5,11.79,clear sky
595,Te Anau,NZ,-45.4167,167.7167,44.96,91,100,4.32,overcast clouds
596,Chancay,PE,-11.5714,-77.2672,71.56,78,16,7.61,few clouds
597,Kozhva,RU,65.1073,57.0459,22.03,88,100,2.37,overcast clouds
598,Praia Da Vitoria,PT,38.7333,-27.0667,68.25,68,20,19.39,few clouds
599,Polson,US,47.6936,-114.1632,35.49,68,16,5.86,few clouds
600,Dzhebariki-Khaya,RU,62.2167,135.8,15.37,92,100,5.35,overcast clouds
601,Taltal,CL,-25.4,-70.4833,73.45,51,70,5.17,broken clouds
602,Novyy Buyan,RU,53.6861,50.0469,39.36,81,100,15.57,light rain
603,The Valley,AI,18.217,-63.0578,82.26,69,40,17.27,scattered clouds
604,Beringovskiy,RU,63.05,179.3167,-2.24,73,14,13.73,few clouds
605,Mkushi,ZM,-13.6202,29.3939,74.88,81,44,3.71,moderate rain
606,Olyka,UA,50.7186,25.8125,54.93,76,100,14.0,overcast clouds
607,Gotha,DE,50.9482,10.7019,56.53,54,40,20.71,scattered clouds
608,Baturaja,ID,-4.1333,104.1667,74.3,98,100,4.54,light rain
609,Shakawe,BW,-18.3667,21.85,92.75,21,8,4.52,clear sky
610,La Rioja,ES,42.25,-2.5,56.98,53,7,11.32,clear sky
611,Itupiranga,BR,-5.1347,-49.3267,84.52,69,72,2.44,broken clouds
612,Dotnuva,LT,55.35,23.9,43.02,52,100,11.54,overcast clouds
613,Maues,BR,-3.3836,-57.7186,81.9,84,36,3.96,scattered clouds
614,San Patricio,US,28.017,-97.5169,77.09,76,0,12.01,clear sky
615,Quballat,TN,36.5418,9.6633,69.48,60,64,20.8,broken clouds
616,Eskil,TR,38.4017,33.4131,65.68,34,8,8.99,clear sky
617,Berlevag,NO,70.8578,29.0864,31.8,76,100,25.23,overcast clouds
618,Temir,KZ,49.1414,57.13,51.51,57,98,10.96,overcast clouds
619,Barkly West,ZA,-28.5354,24.5215,72.68,24,2,13.47,clear sky
620,Mendoza,AR,-32.8908,-68.8272,69.33,52,0,5.75,clear sky
621,Redmond,US,47.674,-122.1215,39.67,87,38,5.01,scattered clouds
622,Qandala,SO,11.472,49.8728,84.34,53,0,3.02,clear sky
623,Bahia Honda,CU,22.9036,-83.1592,82.87,68,9,12.8,clear sky
624,Bilma,NE,18.6853,12.9164,106.14,4,10,13.76,clear sky
625,Les Cayes,HT,18.2,-73.75,79.66,76,81,9.86,broken clouds
626,Okhotsk,RU,59.3833,143.3,28.15,72,100,39.17,overcast clouds
627,Ndende,GA,-2.4008,11.3581,93.25,47,93,1.52,overcast clouds
628,Aguimes,ES,27.9054,-15.4461,65.03,49,75,23.02,broken clouds
629,Guarapari,BR,-20.6667,-40.4975,81.9,77,25,10.8,scattered clouds
630,Straumen,NO,63.8709,11.2999,37.4,66,100,9.53,overcast clouds
631,Champerico,GT,14.3,-91.9167,81.14,72,5,7.52,clear sky
632,Okha,RU,53.5739,142.9478,24.75,80,21,13.65,few clouds
633,Santa Barbara,US,34.7333,-120.0343,58.03,50,5,9.71,clear sky
634,Galesong,ID,-5.3166,119.3661,77.02,76,98,2.15,overcast clouds
635,Shambu,ET,9.5667,37.1,77.09,19,36,3.22,scattered clouds
636,Pleasanton,US,37.6624,-121.8747,55.62,60,0,3.44,clear sky
637,Kumluca,TR,36.3703,30.2869,70.57,55,0,6.02,clear sky
638,Labuhan,ID,-6.8844,112.2051,78.66,83,50,12.75,scattered clouds
639,Khor,RU,47.8861,134.9464,28.17,59,35,14.63,scattered clouds
640,Unai,BR,-16.3575,-46.9061,88.09,37,6,3.38,clear sky
641,Druzhba,UA,52.0428,33.9453,40.44,93,100,12.53,overcast clouds
642,Mantes-La-Ville,FR,48.9737,1.7025,56.48,70,100,7.0,overcast clouds
643,Santa Rosa,PH,14.3122,121.1114,81.1,79,97,9.73,overcast clouds
644,Mapiri,BO,-15.25,-68.1667,81.25,61,100,1.28,overcast clouds
645,Melfort,CA,52.8667,-104.6177,24.93,86,76,8.46,broken clouds
646,Lima,PE,-12.0432,-77.0282,68.25,83,0,5.75,clear sky
647,Kurilsk,RU,45.2333,147.8833,32.31,79,100,5.73,overcast clouds
648,Tukrah,LY,32.5341,20.5791,80.58,39,70,4.47,broken clouds
649,Tezu,IN,27.9167,96.1667,69.42,82,90,4.38,overcast clouds
650,Ginir,ET,7.1333,40.7,72.18,39,10,6.8,clear sky
651,Nikki,BJ,9.9401,3.2108,103.39,19,98,5.32,overcast clouds
652,College,US,64.8569,-147.8028,15.58,84,75,0.0,broken clouds
653,Tateyama,JP,34.9833,139.8667,60.22,79,100,12.68,overcast clouds
654,Synya,RU,65.3718,58.0387,13.69,94,100,0.63,overcast clouds
655,Tulagi,SB,-9.0996,160.1476,79.45,86,100,18.81,moderate rain
656,Lappersdorf,DE,49.0569,12.09,61.03,59,100,3.0,overcast clouds
657,Goundam,ML,16.4145,-3.6708,108.21,5,24,10.4,few clouds
658,Minas,UY,-34.3759,-55.2377,77.36,41,0,8.95,clear sky
659,Longmont,US,40.1672,-105.1019,39.45,24,0,29.93,clear sky
660,Caravelas,BR,-17.7125,-39.2481,87.17,57,55,8.46,broken clouds
661,Moree,AU,-29.4667,149.85,68.02,83,100,9.22,light rain
662,Muswellbrook,AU,-32.2667,150.9,64.24,97,100,3.47,light rain
663,Paita,PE,-5.0892,-81.1144,74.95,69,61,10.02,broken clouds
664,Saint-Georges,GD,12.0564,-61.7485,83.88,70,20,27.63,few clouds
665,Almas,RO,46.2833,22.2333,64.83,43,13,3.44,few clouds
666,Pyu,MM,18.4833,96.4333,80.35,69,72,6.4,broken clouds
667,Kampong Thum,KH,12.7111,104.8887,81.79,67,55,4.41,broken clouds
668,Ojuelos De Jalisco,MX,21.8667,-101.5833,64.38,17,3,4.92,clear sky
669,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,71,92,13.27,overcast clouds
670,Severobaykalsk,RU,55.65,109.3167,18.99,96,100,1.68,overcast clouds
671,Rabo De Peixe,PT,37.8,-25.5833,62.11,77,20,16.11,few clouds
672,Ribeirao Branco,BR,-24.2208,-48.7656,73.72,57,46,4.0,scattered clouds
673,Buluang,PH,13.3068,123.3425,75.0,93,100,3.53,overcast clouds
674,Hashtrud,IR,37.4779,47.0508,60.03,33,100,22.17,overcast clouds
675,Santiago,CL,-33.4569,-70.6483,79.29,36,0,2.3,clear sky
676,Myitkyina,MM,25.3833,97.4,72.09,66,43,4.36,scattered clouds
677,Denpasar,ID,-8.65,115.2167,80.26,94,40,2.3,scattered clouds
678,Konokovo,RU,44.8616,41.3266,50.05,72,100,1.36,overcast clouds
679,Manado,ID,1.487,124.8455,77.77,94,40,1.14,scattered clouds
680,Aswan,EG,24.0934,32.907,106.9,4,0,12.66,clear sky
681,Kuldiga,LV,56.974,21.9572,40.69,64,100,9.26,overcast clouds
682,Maniitsoq,GL,65.4167,-52.9,29.12,88,100,10.78,overcast clouds
