City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Umm Lajj,SA,2022-04-03 15:14:47,25.0213,37.2685,82.22,43,100,8.21
286,Penzance,GB,2022-04-03 15:11:53,50.1186,-5.5371,46.04,58,54,6.46
287,Porto Novo,BJ,2022-04-03 15:14:48,6.4965,2.6036,89.28,59,69,12.82
288,Gamba,GA,2022-04-03 15:14:48,-2.65,10.0,83.39,71,91,8.61
289,Nador,MA,2022-04-03 15:14:49,35.174,-2.9287,59.25,58,40,16.11
290,Aguimes,ES,2022-04-03 15:14:49,27.9054,-15.4461,65.03,88,100,24.16
291,Bentiu,SS,2022-04-03 15:14:49,9.2333,29.8333,96.98,24,98,1.48
292,Klaksvik,FO,2022-04-03 15:14:50,62.2266,-6.589,47.32,98,100,18.79
293,Hamilton,US,2022-04-03 15:12:10,39.1834,-84.5333,47.75,68,20,8.05
294,Rocha,UY,2022-04-03 15:14:50,-34.4833,-54.3333,74.82,59,100,11.43
295,Aykhal,RU,2022-04-03 15:14:50,66.0,111.5,5.85,99,97,7.63
296,Kungurtug,RU,2022-04-03 15:14:51,50.5994,97.5228,31.57,83,98,3.6
297,Cascais,PT,2022-04-03 15:14:51,38.6979,-9.4215,66.51,24,20,24.0
298,Urengoy,RU,2022-04-03 15:14:52,65.9667,78.3667,0.03,100,6,4.61
299,Sao Miguel Do Araguaia,BR,2022-04-03 15:14:52,-13.275,-50.1628,86.13,44,6,6.31
300,Isiro,CD,2022-04-03 15:14:52,2.7739,27.616,70.23,95,100,3.89
301,Malanje,AO,2022-04-03 15:14:53,-9.5402,16.341,66.58,89,100,4.79
302,Novyy Urengoy,RU,2022-04-03 15:14:53,66.0833,76.6333,-0.17,100,23,6.55
303,Astana,KZ,2022-04-03 15:14:54,51.1801,71.446,35.55,93,0,6.71
304,Nuoro,IT,2022-04-03 15:14:54,40.3211,9.3297,50.07,42,99,7.43
305,Souillac,MU,2022-04-03 15:14:54,-20.5167,57.5167,79.18,78,75,12.66
306,Wylie,US,2022-04-03 15:14:55,33.0151,-96.5389,70.93,54,0,10.36
307,Marsh Harbour,BS,2022-04-03 15:14:55,26.5412,-77.0636,77.45,75,60,12.57
308,Berlevag,NO,2022-04-03 15:14:55,70.8578,29.0864,28.2,60,100,17.18
309,Acari,PE,2022-04-03 15:14:13,-15.4311,-74.6158,77.38,64,54,7.25
310,Kwekwe,ZW,2022-04-03 15:14:56,-18.9281,29.8149,75.83,53,98,1.05
311,Gulabpura,IN,2022-04-03 15:14:56,25.9,74.6667,87.57,8,1,9.24
312,Umarkot,PK,2022-04-03 15:14:57,25.3616,69.7362,91.85,14,0,16.82
313,Aksarka,RU,2022-04-03 15:14:57,66.5606,67.7975,6.31,96,65,5.73
314,Batelov,CZ,2022-04-03 15:14:57,49.3143,15.3947,34.61,62,100,11.41
315,Salalah,OM,2022-04-03 15:15:58,17.0151,54.0924,84.29,65,0,5.75
316,Pyay,MM,2022-04-03 15:15:58,18.8167,95.2167,80.74,63,87,1.79
317,Riberalta,BO,2022-04-03 15:15:59,-10.9833,-66.1,80.8,69,75,0.0
318,Conselheiro Lafaiete,BR,2022-04-03 15:15:59,-20.6603,-43.7861,68.11,90,99,5.26
319,Bilibino,RU,2022-04-03 15:15:59,68.0546,166.4372,-1.88,95,100,2.82
320,Antananarivo,MG,2022-04-03 15:16:00,-18.9137,47.5361,69.76,78,75,13.8
321,Puerto Escondido,MX,2022-04-03 15:16:00,15.85,-97.0667,81.43,89,0,3.44
322,Exeter,GB,2022-04-03 15:14:30,50.7236,-3.5275,52.02,45,0,4.61
323,Tura,IN,2022-04-03 15:16:01,25.5198,90.2201,72.0,88,3,5.12
324,Isangel,VU,2022-04-03 15:16:01,-19.55,169.2667,75.31,88,100,3.44
325,Auki,SB,2022-04-03 15:16:01,-8.7676,160.7034,77.47,87,83,7.45
326,Bunia,CD,2022-04-03 15:16:02,1.5667,30.25,82.17,41,36,3.87
327,Pontianak,ID,2022-04-03 15:11:06,-0.0333,109.3333,80.58,83,40,3.44
328,Gbarnga,LR,2022-04-03 15:16:03,6.9956,-9.4722,95.14,38,97,3.11
329,Comodoro Rivadavia,AR,2022-04-03 15:16:03,-45.8667,-67.5,58.86,29,0,19.57
330,Coihaique,CL,2022-04-03 15:12:07,-45.5752,-72.0662,49.95,53,75,8.05
331,Novichikha,RU,2022-04-03 15:16:04,52.204,81.3877,37.54,87,78,6.78
332,Itapetinga,BR,2022-04-03 15:16:04,-15.2489,-40.2478,89.01,39,69,7.29
333,Palmares Do Sul,BR,2022-04-03 15:16:04,-30.2578,-50.5097,70.84,78,100,6.46
334,Sierpc,PL,2022-04-03 15:16:05,52.8568,19.6691,42.51,32,100,10.04
335,Takoradi,GH,2022-04-03 15:16:05,4.8845,-1.7554,88.92,63,92,14.85
336,Barra Do Corda,BR,2022-04-03 15:16:06,-5.5,-45.25,82.58,82,32,6.78
337,Sayyan,YE,2022-04-03 15:16:06,15.1718,44.3244,67.98,14,4,16.84
338,Carora,VE,2022-04-03 15:16:06,10.1755,-70.0827,87.78,41,28,0.87
339,Murgab,TM,2022-04-03 15:16:07,37.4966,61.9714,78.67,34,75,4.61
340,Padang,ID,2022-04-03 15:16:07,-0.9492,100.3543,78.75,81,32,1.43
341,Poum,NC,2022-04-03 15:16:08,-20.2333,164.0167,81.75,82,100,19.08
342,Saint-Prosper,CA,2022-04-03 15:16:08,46.2117,-70.4811,38.71,80,100,4.81
343,Tiksi,RU,2022-04-03 15:16:08,71.6872,128.8694,3.69,98,100,7.58
344,Bograd,RU,2022-04-03 15:16:09,54.2344,90.8328,32.27,98,100,3.18
345,Bahir Dar,ET,2022-04-03 15:16:09,11.5936,37.3908,83.52,23,97,5.77
346,Nishihara,JP,2022-04-03 15:16:09,26.1842,127.7558,65.48,83,100,13.8
347,Ormara,PK,2022-04-03 15:16:10,25.2088,64.6357,78.24,71,9,8.93
348,Tabou,CI,2022-04-03 15:16:10,4.423,-7.3528,86.11,67,92,13.73
349,Carman,CA,2022-04-03 15:16:11,49.4992,-98.0016,32.34,80,90,5.75
350,Angoche,MZ,2022-04-03 15:16:11,-16.2325,39.9086,79.9,76,8,6.82
351,Shizilu,CN,2022-04-03 15:16:11,35.1711,118.8289,47.48,65,3,4.65
352,Hit,IQ,2022-04-03 15:16:12,33.6416,42.8251,88.39,9,95,5.23
353,Westport,US,2022-04-03 15:16:12,41.1415,-73.3579,49.71,74,100,9.22
354,Cody,US,2022-04-03 15:14:03,44.5263,-109.0565,40.24,23,0,13.8
355,Zhigansk,RU,2022-04-03 15:16:13,66.7697,123.3711,3.38,99,95,8.57
356,Airai,TL,2022-04-03 15:16:13,-8.9266,125.4092,58.41,86,95,1.3
357,Lamar,US,2022-04-03 15:16:14,33.6668,-95.5836,66.11,55,0,12.66
358,Guerrero Negro,MX,2022-04-03 15:16:14,27.9769,-114.0611,60.53,70,71,10.63
359,Medveda,RU,2022-04-03 15:16:14,56.5081,92.4078,26.53,95,95,2.93
360,Ler,SS,2022-04-03 15:16:15,8.3018,30.1418,95.27,28,97,8.59
361,Yenagoa,NG,2022-04-03 15:17:15,4.9247,6.2642,88.23,59,100,8.08
362,Kloulklubed,PW,2022-04-03 15:15:28,7.0419,134.2556,77.5,77,99,4.45
363,North Bend,US,2022-04-03 15:17:16,43.4065,-124.2243,43.86,96,75,5.75
364,Cabedelo,BR,2022-04-03 15:17:16,-6.9811,-34.8339,86.67,73,29,15.37
365,Bubaque,GW,2022-04-03 15:17:17,11.2833,-15.8333,75.78,65,100,13.94
366,Portland,US,2022-04-03 15:15:01,45.5234,-122.6762,45.68,87,100,6.91
367,Kampot,KH,2022-04-03 15:17:17,10.6167,104.1833,80.65,75,95,11.43
368,Hanko,FI,2022-04-03 15:17:18,59.8333,22.95,39.06,78,58,12.17
369,Ingham,US,2022-04-03 15:17:18,42.6,-84.3833,37.26,90,100,5.75
370,Kyra,RU,2022-04-03 15:17:18,49.5776,111.9753,31.96,66,83,5.5
371,Vostok,RU,2022-04-03 15:14:01,46.4856,135.8833,29.39,82,0,7.0
372,Chapais,CA,2022-04-03 15:17:19,49.7834,-74.8492,35.38,89,100,3.42
373,Sao Filipe,CV,2022-04-03 15:17:19,14.8961,-24.4956,71.33,76,40,10.51
374,Zheleznodorozhnyy,RU,2022-04-03 15:17:20,55.7503,38.0042,36.14,87,100,10.76
375,Ondangwa,NA,2022-04-03 15:17:20,-17.9167,15.95,79.84,54,95,12.35
376,Bogorodskoye,RU,2022-04-03 15:17:21,56.55,37.8833,29.64,82,100,11.65
377,Karaton,ID,2022-04-03 15:17:21,-6.3424,106.1045,74.44,89,100,4.52
378,Miri,MY,2022-04-03 15:17:21,4.4148,114.0089,80.74,89,40,2.3
379,Ankazoabo,MG,2022-04-03 15:17:22,-22.2833,44.5167,80.53,40,96,4.72
380,Yumen,CN,2022-04-03 15:16:43,40.2833,97.2,49.51,19,0,13.42
381,Natitingou,BJ,2022-04-03 15:17:22,10.3042,1.3796,97.16,28,73,7.4
382,Cuiluan,CN,2022-04-03 15:17:23,47.72,128.648,46.85,50,2,14.85
383,Saint-Joseph,RE,2022-04-03 15:17:23,-21.3667,55.6167,73.78,86,95,13.22
384,Pizarro,CO,2022-04-03 15:17:23,4.9533,-77.366,82.36,78,94,4.16
385,Magnolia,US,2022-04-03 15:17:24,33.2671,-93.2393,64.09,63,0,5.84
386,Kuzovatovo,RU,2022-04-03 15:17:24,53.5468,47.6866,47.64,75,99,16.58
387,Saint Paul,US,2022-04-03 15:14:47,44.9444,-93.0933,41.72,58,0,4.61
388,Ambon,ID,2022-04-03 15:17:25,-3.6954,128.1814,78.94,83,40,8.05
389,San Javier,ES,2022-04-03 15:17:25,37.8063,-0.8374,57.69,53,20,14.97
390,Karratha,AU,2022-04-03 15:17:25,-20.7377,116.8463,83.16,69,0,11.36
391,Kirakira,SB,2022-04-03 15:15:24,-10.4544,161.9205,80.19,85,95,7.87
392,Ugoofaaru,MV,2022-04-03 15:17:26,5.6667,73.0,83.53,68,6,2.55
393,Faya,SA,2022-04-03 15:17:26,18.3851,42.4509,75.31,26,1,5.66
394,Qurayyat,SA,2022-04-03 15:17:27,31.3318,37.3428,89.78,6,0,16.11
395,Coria,ES,2022-04-03 15:17:27,39.9879,-6.5377,57.45,26,11,10.33
396,Diego De Almagro,CL,2022-04-03 15:17:27,-26.3667,-70.05,74.97,23,0,5.26
397,Sinnamary,GF,2022-04-03 15:17:28,5.3833,-52.95,80.64,83,36,11.25
398,Broome,US,2022-04-03 15:17:28,42.2506,-75.833,39.7,88,100,3.44
399,Qaqortoq,GL,2022-04-03 15:17:29,60.7167,-46.0333,42.76,62,99,6.08
400,Grants,US,2022-04-03 15:17:29,35.1473,-107.8514,52.03,35,0,3.44
401,Aksu,CN,2022-04-03 15:17:29,41.1231,80.2644,63.05,25,0,1.95
402,Wanning,CN,2022-04-03 15:17:30,18.8003,110.3967,67.08,79,100,10.69
403,Tamworth,GB,2022-04-03 15:17:30,52.634,-1.6959,51.62,52,98,4.0
404,Icatu,BR,2022-04-03 15:17:31,-2.7758,-44.0658,90.03,57,48,5.7
405,Jibuti,DJ,2022-04-03 15:17:31,11.5,42.5,80.92,41,9,13.24
406,Damghan,IR,2022-04-03 15:17:31,36.1683,54.348,76.19,14,0,2.82
407,Harnes,FR,2022-04-03 15:18:32,50.4464,2.9048,49.6,56,75,6.91
408,Talnakh,RU,2022-04-03 15:18:32,69.4865,88.3972,3.69,98,98,3.78
409,Bereda,ES,2022-04-03 15:18:32,43.2686,-7.5406,48.58,62,72,10.22
410,Bowen,AU,2022-04-03 15:18:33,-20.0167,148.2333,78.84,79,27,8.5
411,Benalla,AU,2022-04-03 15:18:33,-36.55,145.9833,56.95,88,99,2.04
412,Port Hueneme,US,2022-04-03 15:18:34,34.1478,-119.1951,59.32,89,100,6.91
413,Muzhi,RU,2022-04-03 15:18:34,65.3667,64.6667,17.67,93,100,8.57
414,Pauini,BR,2022-04-03 15:18:35,-7.7136,-66.9764,83.23,60,48,3.02
415,Porto Murtinho,BR,2022-04-03 15:18:35,-21.6989,-57.8825,90.36,45,87,10.83
416,Fort Nelson,CA,2022-04-03 15:15:27,58.8053,-122.7002,15.39,79,75,3.44
417,Omsukchan,RU,2022-04-03 15:18:35,62.5333,155.8,-9.62,100,80,2.89
418,Carballo,ES,2022-04-03 15:18:36,43.213,-8.691,56.91,62,26,13.27
419,Mykolayivka,UA,2022-04-03 15:18:36,47.5414,30.7561,43.57,68,100,12.64
420,Xining,CN,2022-04-03 15:18:37,36.6167,101.7667,47.1,19,100,11.68
421,Cabo Rojo,PR,2022-04-03 15:18:37,18.0866,-67.1457,85.51,65,0,5.99
422,Colac,AU,2022-04-03 15:18:39,-38.3333,143.5833,56.84,93,70,4.29
423,Gao,ML,2022-04-03 15:18:39,16.6362,1.637,106.41,2,70,10.76
424,Itaituba,BR,2022-04-03 15:18:40,-4.2761,-55.9836,75.36,100,100,2.3
425,Winnemucca,US,2022-04-03 15:18:40,40.973,-117.7357,35.65,44,0,5.75
426,Synya,RU,2022-04-03 15:18:40,65.3718,58.0387,22.44,84,100,5.59
427,Balkanabat,TM,2022-04-03 15:18:41,39.5108,54.3671,82.47,13,0,5.66
428,Brzeg Dolny,PL,2022-04-03 15:18:41,51.273,16.7082,44.71,45,100,11.56
429,Kununurra,AU,2022-04-03 15:18:42,-15.7667,128.7333,71.58,73,12,3.44
430,Mega,ET,2022-04-03 15:18:42,4.05,38.3,76.8,29,97,20.98
431,Arraial Do Cabo,BR,2022-04-03 15:18:42,-22.9661,-42.0278,82.36,74,75,11.5
432,Mahibadhoo,MV,2022-04-03 15:18:43,3.7833,72.9667,83.52,68,9,1.92
433,Sadiqabad,PK,2022-04-03 15:18:43,28.3062,70.1307,89.24,4,1,6.22
434,Madimba,TZ,2022-04-03 15:18:43,-10.4,40.3333,81.05,79,68,4.05
435,Aklavik,CA,2022-04-03 15:13:57,68.2191,-135.0107,-19.05,98,100,4.52
436,Hambantota,LK,2022-04-03 15:18:44,6.1241,81.1185,80.78,77,11,4.81
437,Shahr-E Babak,IR,2022-04-03 15:18:44,30.1165,55.1186,71.87,8,89,8.19
438,Lar,IN,2022-04-03 15:18:45,26.2039,83.9717,88.16,17,0,4.99
439,Cabo San Lucas,MX,2022-04-03 15:18:45,22.8909,-109.9124,70.52,68,0,9.22
440,Kaputa,ZM,2022-04-03 15:18:46,-8.4689,29.6619,78.15,77,100,2.04
441,Pierre,US,2022-04-03 15:15:05,44.3683,-100.351,43.86,63,0,18.41
442,Flin Flon,CA,2022-04-03 15:18:46,54.7682,-101.865,22.84,74,100,6.91
443,Kramat,ID,2022-04-03 15:18:47,-8.1311,113.4499,74.59,93,21,1.25
444,Bambanglipuro,ID,2022-04-03 15:18:47,-7.95,110.2833,78.06,83,100,6.22
445,Fairbanks,US,2022-04-03 15:14:42,64.8378,-147.7164,10.81,76,40,3.44
446,Puerto Ayacucho,VE,2022-04-03 15:18:47,5.6639,-67.6236,82.13,73,94,7.61
447,Riverton,US,2022-04-03 15:15:11,40.5219,-111.9391,49.28,40,0,3.0
448,Indiana,US,2022-04-03 15:18:48,40.0003,-86.2503,46.96,76,75,3.0
449,Villena,ES,2022-04-03 15:18:48,38.6373,-0.8657,51.04,49,95,10.85
450,Vila Franca Do Campo,PT,2022-04-03 15:18:49,37.7167,-25.4333,63.01,71,15,17.9
451,Riohacha,CO,2022-04-03 15:18:49,11.5444,-72.9072,84.31,61,75,11.5
452,Dire,ML,2022-04-03 15:19:49,12.2833,-10.9667,105.57,10,27,5.59
453,Maldonado,UY,2022-04-03 15:19:50,-34.6667,-54.9167,75.22,57,93,11.74
454,Clyde River,CA,2022-04-03 15:19:50,70.4692,-68.5914,10.63,92,20,8.05
455,Bathsheba,BB,2022-04-03 15:19:51,13.2167,-59.5167,84.81,58,75,19.57
456,Cockburn Town,TC,2022-04-03 15:19:51,21.4612,-71.1419,82.36,69,40,11.5
457,Floro,NO,2022-04-03 15:19:51,61.5996,5.0328,43.23,75,75,10.36
458,Atlantic City,US,2022-04-03 15:19:52,39.3643,-74.4229,52.02,86,100,0.0
459,Sao Felix Do Xingu,BR,2022-04-03 15:15:12,-6.6447,-51.995,82.62,86,35,3.56
460,Sakaraha,MG,2022-04-03 15:19:52,-22.9,44.5333,79.47,45,74,9.93
461,Kapoeta,SS,2022-04-03 15:19:53,4.7717,33.5903,95.02,25,100,16.87
462,Vila Velha,BR,2022-04-03 15:19:53,-20.3297,-40.2925,85.95,73,40,9.22
463,Kampong Thum,KH,2022-04-03 15:19:53,12.7111,104.8887,70.11,81,99,5.1
464,Sovkhoznyy,RU,2022-04-03 15:19:54,45.2946,38.1138,52.05,75,92,13.8
465,Wronki,PL,2022-04-03 15:19:54,52.7105,16.3804,42.62,30,100,11.5
466,Beidao,CN,2022-04-03 15:19:54,34.5686,105.8933,53.33,60,100,4.23
467,Abu Samrah,SY,2022-04-03 15:19:55,35.3029,37.1841,70.95,32,39,10.78
468,Hobyo,SO,2022-04-03 15:19:55,5.3505,48.5268,82.8,71,8,10.38
469,Aljezur,PT,2022-04-03 15:19:55,37.3191,-8.8033,62.47,28,100,12.08
470,Namatanai,PG,2022-04-03 15:19:56,-3.6667,152.4333,79.3,83,100,1.92
471,Great Falls,US,2022-04-03 15:18:54,47.5002,-111.3008,41.67,49,0,14.97
472,Henties Bay,NA,2022-04-03 15:19:56,-22.116,14.2845,63.25,78,9,10.74
473,Kahului,US,2022-04-03 15:19:19,20.8947,-156.47,73.85,72,0,13.8
474,Abha,SA,2022-04-03 15:19:57,18.2164,42.5053,75.02,23,0,11.5
475,Vestmannaeyjar,IS,2022-04-03 15:19:57,63.4427,-20.2734,43.79,100,40,19.57
476,Villarrubia De Los Ojos,ES,2022-04-03 15:19:58,39.2209,-3.608,54.03,26,50,12.97
477,Narasannapeta,IN,2022-04-03 15:19:58,18.4167,84.05,79.43,85,6,9.08
478,Lev Tolstoy,RU,2022-04-03 15:19:58,53.2134,39.446,32.88,91,100,7.47
479,Kargasok,RU,2022-04-03 15:19:59,59.0556,80.8572,14.72,92,88,5.01
480,Shahrud,IR,2022-04-03 15:19:59,36.4182,54.9763,71.65,20,0,2.55
481,Luwuk,ID,2022-04-03 15:20:00,-0.9516,122.7875,78.82,87,100,2.17
482,Bitung,ID,2022-04-03 15:20:01,1.4451,125.1824,77.85,83,77,6.69
483,Proletarsk,RU,2022-04-03 15:20:02,46.7031,41.7192,61.2,54,74,12.66
484,Necochea,AR,2022-04-03 15:18:51,-38.5473,-58.7368,65.12,63,66,18.75
485,Khorramshahr,IR,2022-04-03 15:20:02,30.4397,48.1664,94.96,10,0,6.91
486,Orlik,RU,2022-04-03 15:20:03,52.5178,99.825,30.15,95,99,4.23
487,Sitka,US,2022-04-03 15:19:38,57.0531,-135.33,42.69,75,100,23.02
488,Hirara,JP,2022-04-03 15:20:03,24.8,125.2833,68.52,73,100,27.0
489,Ninghai,CN,2022-04-03 15:20:04,29.2892,121.4247,45.3,81,0,1.95
490,Lakselv,NO,2022-04-03 15:20:04,70.0513,24.9718,28.22,69,40,3.44
491,Cibeureum,ID,2022-04-03 15:20:05,-7.3552,108.2693,72.39,97,100,3.33
492,Hanna,CA,2022-04-03 15:15:27,51.6334,-111.9018,33.85,85,5,8.99
493,Mtwara,TZ,2022-04-03 15:20:05,-10.2667,40.1833,80.91,79,64,4.45
494,Plastun,RU,2022-04-03 15:20:06,44.7561,136.2939,38.21,70,0,4.5
495,Podgornoye,RU,2022-04-03 15:20:06,51.735,39.1496,37.62,81,100,11.18
496,Odessa,UA,2022-04-03 15:21:07,46.4775,30.7326,47.34,56,79,15.82
497,Te Anau,NZ,2022-04-03 15:21:07,-45.4167,167.7167,47.62,82,63,0.65
498,Praya,CV,2022-04-03 15:21:07,14.9215,-23.5087,77.54,57,20,19.57
499,Voh,NC,2022-04-03 15:21:08,-20.9667,164.7,78.21,91,100,5.7
500,Marica,BR,2022-04-03 15:21:08,-22.9194,-42.8186,80.55,84,35,5.59
501,Pochutla,MX,2022-04-03 15:21:09,15.7432,-96.4661,83.82,38,4,3.33
502,Mitsamiouli,KM,2022-04-03 15:21:09,-11.3847,43.2844,82.58,71,35,3.94
503,Priargunsk,RU,2022-04-03 15:21:09,50.3691,119.1012,40.91,37,51,17.78
504,Yatou,CN,2022-04-03 15:21:10,37.15,122.3833,44.29,82,1,7.43
505,Raga,SS,2022-04-03 15:21:10,8.4596,25.678,97.9,21,91,7.43
506,Kenai,US,2022-04-03 15:21:10,60.5544,-151.2583,30.09,87,0,3.44
507,San Vicente,AR,2022-04-03 15:21:11,-26.6167,-54.1333,77.95,55,87,8.43
508,Lerwick,GB,2022-04-03 15:17:21,60.1545,-1.1494,42.8,93,100,21.74
509,Shache,CN,2022-04-03 15:21:11,38.4167,77.2406,65.44,15,87,8.95
510,Kuusamo,FI,2022-04-03 15:21:12,65.9667,29.1833,24.84,68,75,6.91
511,Kpandae,GH,2022-04-03 15:21:12,8.4689,-0.0113,101.66,27,96,6.42
512,Rundu,NA,2022-04-03 15:21:13,-17.9333,19.7667,78.3,58,100,11.45
513,Kirensk,RU,2022-04-03 15:21:13,57.7853,108.1119,6.64,97,92,3.62
514,Senno,RU,2022-04-03 15:21:13,59.5336,33.9167,30.52,79,66,3.22
515,Kabalo,CD,2022-04-03 15:21:14,-6.05,26.9167,80.58,85,99,1.28
516,Santa Barbara,US,2022-04-03 15:21:07,34.7333,-120.0343,51.82,91,100,0.0
517,Caxito,AO,2022-04-03 15:21:14,-8.5785,13.6643,84.9,64,98,1.81
518,Lasa,IT,2022-04-03 15:21:15,46.6166,10.7002,43.7,80,99,1.86
519,Mpika,ZM,2022-04-03 15:21:15,-11.8343,31.4529,69.17,90,89,2.91
520,Byron Bay,AU,2022-04-03 15:21:15,-28.65,153.6167,64.94,86,22,10.47
521,Catio,GW,2022-04-03 15:21:16,11.2833,-15.25,92.95,28,24,13.35
522,Uyovu,TZ,2022-04-03 15:21:17,-3.2833,31.5258,77.95,67,47,3.06
523,Dondo,MZ,2022-04-03 15:21:17,-19.6094,34.7431,81.91,80,48,7.87
524,Bac Lieu,VN,2022-04-03 15:21:18,9.285,105.7244,80.89,74,94,19.13
525,Cutervo,PE,2022-04-03 15:21:18,-6.379,-78.8157,57.51,81,94,5.3
526,Vryheid,ZA,2022-04-03 15:21:19,-27.7695,30.7917,67.98,62,100,3.06
527,Betsiamites,CA,2022-04-03 15:21:19,48.9413,-68.646,33.89,70,83,9.48
528,Inirida,CO,2022-04-03 15:21:19,3.8653,-67.9239,82.29,74,99,4.16
529,Puerto Del Rosario,ES,2022-04-03 15:21:20,28.5004,-13.8627,74.95,50,75,18.41
530,Krasnoarmeysk,RU,2022-04-03 15:21:20,51.0239,45.6969,54.48,67,100,13.13
